926741
961815
927253
935551
928440
930681
931452
945340
960872
931477
946035
950542
964619
935598
935523
943430
926995
975528
937638
933311
926383
932908
929015
936482
931784
931614
925970
931366
927612
931082
926937
933378
999666
936703
932640
939062
1.01173e+06
1.17427e+06
1.08672e+06
1.00924e+06
956614
938082
958697
966607
954374
943325
999292
1.18495e+06
1.09568e+06
1.01409e+06
